Legacy_Code	Banner_Org	Deptname	deptFullName	directoryDisplayName	directorySortName	Name	Address	Address2	Mailcode	buildingCode	city	state	zip	areaCode	Phone	NetId	CIP	Comments	DeptType	Dean	Duplicate	Active	Campus	College	CollegeName	AdminRollup	School	Dept	URL	directoryDisplay	
1Z265	1B1-KV-KV5-265	Sch Earth, Soc, Environ Admin	School of Earth, Society, and Environment Administration	School of Earth, Society, and Environment	Earth, Society and Environment, School of	Robert Trapp	3081 Natural History Building	1301 W. Green St.	103	32	Urbana	IL	61801	217	244-4064	jtrapp	40.9999		5	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV5	265	http://www.earth.illinois.edu/	False	
1Z266	1C1-NN-NN3-266	Building Maintenance Functionl	Building Maintenance Functional	Building Maintenance Functional	Building Maintenance Functional	Morgan White	Physical Plant Svcs Bldg.	1501 S. Oak St.	827	198	Champaign	IL	61820-6905	217	333-2500	mbwhite			8	F	F	Y	1	NN	Facilities	C1	NN3	266	https://fs.illinois.edu/	False	
1Z267	1G1-NV-NV0-267	Comm Engage and Adv	Communicty Engagement and Advocacy	Communicty Engagement and Advocacy	Communicty Engagement and Advocacy	M. Roberts-Southerland	614 E. Daniel St. 3rd Floor		311		Champaign	IL	61820			mrs				F	F	Y	1	NV	Vice Chancellor for Access	G1	NV0	267		True	
1Z273	1B1-KP-KP0-273	Engr Shared Admin Services	Grainger Engineering Shared Administrative Services	Grainger Engineering Shared Administrative Services	Grainger Engineering Shared Administrative Services	Tessa Hile	306 Engineering Hall	1308 W. Green Street	266	266	Urbana	IL	61801	217	333-2150	tmhile	14.0101		8	F	F	Y	1	KP	Grainger Engineering	B1	KP0	273	https://grainger.illinois.edu/	True	
1Z280	1F1-NS-NSO-280	Ofc VC Inst Advancement	Office of the Vice Chancellor for Institutional Advancement	Office of the Vice Chancellor for Institutional Advancement	Vice Chancellor for Institutional Advancement, Office of the	Dale Wright	Alice Campbell Alumni Cntr	601 S Lincoln, Suite 3001	079	94	Urbana	IL	61801	217	244-1206	dlwright			8	T	T	Y	1	NS	VC for Inst Advancement	F1	NS0	280	https://advancement.illinois.edu/	True	
1Z281	1B1-KM-KM0-281	Content & Ed PortfolioStrategy	Content and Educational Portfolio Strategy	Content and Educational Portfolio Strategy	Content and Educational Portfolio Strategy	Amanda Brantner	260 Wohlers Hall	1206 S. Sixth Street	706	159	Champaign	IL	61820			amandab			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	281		True	
1Z283	1A1-NA-NA3-283	Strategic Marketing & Branding	Strategic Marketing and Branding	Strategic Marketing and Branding	Strategic Marketing and Branding	Robin Kaler	507 E Green		428	1262	Champaign	IL	61820		333-1085	rkaler			8	F	F	Y	1	NA	Chancellor	A1	NA3	283		True	
1Z285	1B1-KP-KP0-285	Discovery Partners Inst UIUC	Discovery Partners Institute University of Illinois Urbana-Champaign	Discovery Partners Institute University of Illinois Urbana-Champaign	Discovery Partners Institute University of Illinois Urbana-Champaign	Gene Robinson	200 S. Wacker Drive	20th Floor			Chicago	IL	60606			generobi			8	F	F	Y	1	KP	Grainger Engineering	B1	KP0	285		True	
1Z290	1B1-LM-LM0-290	Provost Courses	Provost Courses	Provost Courses	Provost Courses														7	F	F	Y	1	LM	Provost Academic Programs	B1	LM0	290		False	
1Z294	1B1-KY-KY0-294	Interdisciplinary Health Sci	Interdisciplinary Health Sciences	Interdisciplinary Health Sciences	Interdisciplinary Health Sciences	Kim Graber	258 Freer Hall	906 S Goodwin	052	64	Urbana	IL	61801	217	244-0823	kgraber	51.0000		8	F	F	Y	1	KY	Applied Health Sciences	B1	KY0	294	http://ihealth.illinois.edu/	True	
1Z302	1B1-KV-KV0-302	Int'l Forum for US Studies	International Forum for US Studies	International Forum for US Studies	International Forum for US Studies	Jane Desmond	340 Armory Building	505 E. Armory	534	6	Champaign	IL	61820	217	244-4203	desmondj			8	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	302	http://www.ifuss.illinois.edu/	True	
1Z307	1K1-NW-NW0-307	Chief of Staff	Chief of Staff - Chancellor	Chief of Staff - Chancellor	Chief of Staff - Chancellor	Robin Kaler	601 E. John Street	517 Swanlund Admin Bldg	304	193	Champaign	IL	61820			rkaler			8	T	F	Y	1	NW	VC Administrative Strategy	K1	NW0	307		True	
1Z309	1B1-KN-KN0-309	Centers &Strategic Initiatives	Centers and Strategic Initiatives	Centers and Strategic Initiatives, College of Education	Centers and Strategic Initiatives, College of Education	Lisa Monda-Amaya	38 Education Building	1310 S. Sixth Street	708	160	Champaign	IL	61820		333-0960	lmonda			P	F	F	Y	1	KN	Education	B1	KN0	309		True	
1Z311	1C1-NN-NN2-311	F&S Engineering Services	F&S Engineering Services	F&S Engineering Services	F&S Engineering Services	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak Street	820	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	F	T	Y	1	NN	Facilities	C1	NN7	311	https://fs.illinois.edu/	True	
1Z317	1B2-NB-NB1-317	Enrollment Mgmt Shared Svcs	Enrollment Management Shared Services	Enrollment Management Shared Services	Enrollment Management Shared Services	Daniel R. Mann	901 W. Illinois		061	378	Urbana	IL	61801-3028	217	333-2033	danmann			8	F	T	Y	1	NB	Provost & Executive VC	B2	NB1	317		True	
1Z318	1B1-LT-LT0-318	Dept of Neuro and Neurosurg	Department of Neurology and Neurosurgery	Department of Neurology and Neurosurgery	Neurology and Neurosurgery, Department of	Kenneth Aronson	506 S. Mathews	180 Medical Science Building	714	192	Urbana	IL	61801			aronson			1	F	F	Y	1	LT	Carle Illinois Medicine	B1	LT0	318		True	
1Z321	1E1-NQ-NQ0-321	Aux. Health/WB Marketing	Auxiliary Health & Wellbeing Marketing	Auxiliary Health & Wellbeing Marketing	Auxiliary Health & Wellbeing Marketing	Rebecca Salzman	420 Illini Union	1401 W. Green Street	384	23	Urbana	IL	61801			rsalzman			8	F	F	Y	1	NQ	Auxiliary Units	E1	NQ0	321		True	
1Z325	1B1-KM-KM0-325	Action Learning	Action Learning	Action Learning	Action Learning	Andrew Allen	2015 Bus Inst. Facility-BIF	515 E. Gregory Dr	520	1206	Champaign	IL	61801	217	244-1286	andrewa			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	325		True	
1Z329	1E1-NJ-NJ0-329	SmartHealthyCommunity(Rokwire)	Smart Healthy Community (Rokwire)	Smart Healthy Community (Rokwire)	Smart Healthy Community (Rokwire)	Danita Brown Young	121 Swanlund Admin Bldg.	601 E. John	304	193	Champaign	IL	61820-5711	217	333-1300	dbyoung			8	F	F	Y	1	NJ	Vice Chanc Student Affairs	E1	NJ0	329		False	
1Z332	1D1-NP-NP1-332	Prairie Research Institute	Prairie Research Institute	Prairie Research Institute	Prairie Research Institute	Praveen Kumar	179 Natural Resources Bldg	615 East Peabody Drive	650	109	Champaign	IL	61820-6917	217	333-5111	kumar1	90.0301	Interim	4	F	F	Y	1	NP	OVCRI Institutes	D1	NP1	332	https://prairie.illinois.edu/	True	
1Z334	1D1-NE-NE0-334	Illinois Facilities at IQMP	Illinois Facilities at the Illinois Quantum and Microelectronics Park	Illinois Facilities at the Illinois Quantum and Microelectronics Park	Illinois Facilities at the Illinois Quantum and Microelectronics Park	Harley Johnson	601 E John Street	417 Swanlund Admin Building	304	193	Champaign	IL	61820			htj			8	F	F	Y	1	NE	VC for Research and Innovation	D1	NE0	334		True	
1Z337	1B1-KP-KP0-337	Siebel Center for Design	Siebel Center for Design	Siebel Center for Design	Siebel Center for Design	Rachel Switzky		1208 S. Fourth Street	507	90	Champaign	IL	61820	217	300-9100	rswitzky			8	F	F	Y	1	KP	Grainger Engineering	B1	KP0	337	https://designcenter.illinois.edu/	True	
1Z342	1B1-KL-KL0-342	Ag Ldrshp Educ Comm Program	Agricultural Leadership Education and Communication Program	Agricultural Leadership Education and Communication Program	Agricultural Leadership Education and Communication Program	Anna Ball	174 Bevier Hall	905 S. Goodwin Ave.	180	158	Urbana	IL	61801	217	333-3165	aball	13.1301		P	F	F	Y	1	KL	Agr, Consumer, & Env Sciences	B1	KL0	342	https://alec.illinois.edu	True	
1Z345	1B1-KV-KV6-345	European Union Center	European Union Center	European Union Center	European Union Center	Emanuel Rota	205 Coble Hall	801 S. Wright St.	429	130	Champaign	IL	61820-6216	217	265-7515	rota	90.0501		3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	345	http://europe.illinois.edu/	True	
1Z355	1H1-NL-NL0-355	Aviation Lease	Aviation Lease	Aviation Lease	Aviation Lease														9	F	F	Y	1	NL	VC Finance and Administration	H1	NL0	355		True	
1Z358	1A1-NA-NA3-358	Special Events	Special Events	Special Events	Special Events	Laura Wilhelm-Barr	507 E. Green		301	193	Champaign	IL	61820	217	333-8834	wilhelmb			8	F	F	Y	1	NA	Chancellor	A1	NA3	358	https://commencement.illinois.edu/	True	
1Z365	1B2-NT-NT0-365	Swanlund IT	Swanlund IT	Swanlund IT Services	Swanlund IT Services	Mairead Martin	314 Harker Hall	1305 W. Green St.	395	25	Urbana	IL	61801	217	333-2920	maireadm			8	F	F	Y	1	NT	Technology Svcs at Illinois	B2	NT0	365	https://swanlundit.illinois.edu/	True	
1Z374	1C1-NN-NN3-374	Construction Improvements	Construction Improvements	Construction Improvements	Construction Improvements	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak St.	827	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	F	F	Y	1	NN	Facilities	C1	NN3	374	https://fs.illinois.edu/	False	
1Z378	1B1-KY-KY0-378	Tech for Health & Independence	Technology for Health and Independence	Technology for Health and Independence	Technology for Health and Independence	Cheryl Hanley-Maxwell	108 Huff Hall	1206 S. Fourth St.	586	58	Champaign	IL	61820-6988	217	333-2131	cherylhm			8	F	F	Y	1	KY	Applied Health Sciences	B1	KY0	378		True	
1Z385	1E1-NQ-NQ0-385	Conference Services	Conference Services	Conference & Event Services	Conference & Event Services	Rebecca Salzman	1401 W. Green St.	Illini Union	384		Urbana	IL	61801	217	333-2880	rsalzman			8	F	F	Y	1	NQ	Auxiliary Units	E1	NQ0	385	http://conferences.illinois.edu/	True	
1Z394	1G1-NV-NV0-394	Business Community Econ Dev	Business Community Economic Development	Business Community Economic Development	Business Community Economic Development		Gioconda Guerr Perez	614 E. Daniel Street		311		Champaign	IL	61820			gguerra			8	F	F	Y	1	NV	Vice Chancellor for Access	G1	NV0	394		True	
1Z395	1A1-NA-NA3-395	News Bureau	News Bureau	News Bureau	News Bureau	Allison C. Vance	507 E. Green		428	1262	Champaign	IL	61820	217	333-1085	acvance			8	F	T	Y	1	NA	Chancellor	A1	NA3	395	http://news.illinois.edu/	True	
1Z400	1B1-KM-KM0-400	Innovation & Transformation	Gies Innovation and Transformation	Gies Innovation and Transformation	Gies Innovation and Transformation	Adam King	355 Wohlers Hall	1206 S. Sixth Street	706	159	Champaign	IL	61820			adamking			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	400		True	
1Z401	1B2-NB-NB0-401	Office of Undergrad Research	Office of Undergrad Research	Office of Undergrad Research	Office of Undergrad Research	Karen Rodriguez'G	5th Floor IUB	807 S. Wright St.	317	106	Champaign	IL	61820	217		rodrigzg			8	F	F	Y	1	NB	Provost & Executive VC	B2	NB0	401		True	
1Z407	1B1-KV-KV6-407	Lemann Center	Lemann Center for Brazilian Studies	Lemann Center for Brazilian Studies	Lemann Center for Brazilian Studies	John Karam	215 Coble Hal	801 S. Wright St.	489		Champaign	IL	61820			karam			3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	407	https://lemann.illinois.edu/people/	True	
1Z421	1C1-NN-NN3-421	Maint NAF-Incrementally Funded	Maintenance New Area Funds-Incrementally Funded	Maintenance New Area Funds-Incrementally Funded	Maintenance New Area Funds-Incrementally Funded		1501 S. Oak Street		800	0198	Champaign	IL	61820						9	F	F	Y	1	NN	Facilities	C1	NN3	421	https://fs.illinois.edu/	False	
1Z427	1E1-NQ-NQ0-427	Campus Mail	Campus Mail	Campus Mail	Campus Mail	Elizabeth Bowden	140 Printing Building	54 E. Gregory Dr.	570	222	Champaign	IL	61820	217	265-6863	esahr			8	F	F	Y	1	NQ	Auxiliary Units	E1	NQ0	427	https://union.illinois.edu/shop/campus-mail	True	
1Z429	1B2-NB-NB0-429	Osher Lifelong Learning Inst	Osher Lifelong Learning Institute	Osher Lifelong Learning Institute	OLLI - Osher Lifelong Learning Institute	Kathryn Williams	301 N. Neil St., Suite 201		616	2509	Champaign	IL	61820-7484	217	244-9141	kfw			8	F	N	Y	1	NB	Provost & Executive VC	B2	NB0	429	http://www.olli.illinois.edu/	True	
1Z436	1B1-KT-KT0-436	Media and Cinema Studies	Department of Media and Cinema Studies	Department of Media and Cinema Studies	Media and Cinema Studies, Department of	James Hay	119 Gregory Hall	810 S. Wright	462	43	Urbana	IL	61801-3645	217	333-1549	jameshay	50.0601		1	F	F	Y	1	KT	College of Media	B1	KT0	436	https://media.illinois.edu/media-cinema-studies	True	
1Z442	1E1-NJ-NJ0-442	Stdt Affairs Human Resources	Student Affairs Human Resources	Student Affairs Human Resources	Student Affairs Human Resources	LaSonya Holley	120 Swanlund Administration Bu	601 E. John	304	193	Champaign	IL	61820			sonyah2			8	F	F	Y	1	NJ	Vice Chanc Student Affairs	E1	NJ0	442		True	
1Z454	1B1-KP-KP0-454	Applied Research Institute	Applied Research Institute	Applied Research Institute	ARI - Applied Research Institute	Tessa Hile	Suite 204, Ameren Bldg.	2100 S. Oak St.	628	1213	Champaign	IL	61820	217	300-3162	tmhile	14.0101		3	F	F	Y	1	KP	Grainger Engineering	B1	KP0	454	http://appliedresearch.illinois.edu/	True	
1Z468	1B1-LP-LP0-468	Informatics	Informatics	Informatics	Informatics	Emily Knox	614 E. Daniel St. 4th Floor		387	1083	Champaign	IL	61820	217	333-4930	knox	90.1104	Interim	8	F	F	Y	1	LP	School of Information Sciences	B1	LP0	468	https://informatics.illinois.edu/	True	
1Z472	1B1-LT-LT0-472	Dept of Surg and Digest Health	Department of Surgery and Digestive Health	Department of Surgery and Digestive Health	Surgery and Digestive Health, Department of	Ryan Porter	506 S. Mathews	180 Medical Science Building	714	192	Urbana	IL	61801			rgporter			1	F	F	Y	1	LT	Carle Illinois Medicine	B1	LT0	472		True	
1Z478	1B1-KM-KM0-478	Gies Business Grad Programs	Gies Business Graduate Programs	Gies Business Graduate Programs	Gies Business Graduate Programs	Ravi Mehta	3019 Bus Inst. Facility-BIF	515 E. Gregory Drive	520	1206	Champaign	IL	61820			mehtar	52.0101		8	F	F	Y	1	KM	Gies College of Business	B1	KM0	478		False	
1Z482	1B1-LQ-LQ0-482	Global Education & Training	Global Education & Training	Global Education & Training	Global Education & Training	Matt Rosenstein	International Studies Bldg	910 S. Fifth St.	417		Champaign	IL	61820	217	244-3312	rosenstn			8	F	F	Y	1	LQ	Illinois International Prgms	B1	LQ0	482		True	
1Z485	1B1-KM-KM0-485	Gies Access and Engagement	Gies Access and Engagement	Gies Access and Engagement	Gies Access and Engagement	Nerissa Brown	515 Gregory Dr	3019 BIF	520		Champaign	IL	61820			nerissab			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	485		True	
1Z502	1D1-NP-NP1-502	IL State Archaeological Survey	Illinois State Archaeological Survey	Illinois State Archaeological Survey	Illinois State Archaeological Survey	Alleen Betzenhauser	209 Nuclear Physics Bldg	23 Stadium Drive	571	110	Champaign	IL	61820	217	244-4244	betzenha	90.0301		3	F	F	Y	1	NP	OVCRI Institutes	D1	NP1	502	http://isas.illinois.edu/	True	
1Z508	1D1-NP-NP0-508	Inst for Sustain, Enrgy, & Env	Institute for Sustainability, Energy, and Environment	Institute for Sustainability, Energy, and Environment	Sustainability, Energy, and Environment, Institute for	Madhu Khanna	350 Nat'l Soybean Research Ctr	1101 W. Peabody	635	124	Urbana	IL	61801	217	333-4178	khanna1	90.0301	Interim	8	F	F	Y	1	NP	OVCRI Institutes	D1	NP0	508	http://www.sustainability.illinois.edu/	True	
1Z512	1B1-KP-KP0-512	Intl Research Relations	Office of International Research Relations	Office of International Research Relations	International Research Relations		344 Coordinated Science Lab	1308 W. Main Street	228	148	Urbana	IL	61801	217	333-5905				4	F	F	Y	1	KP	Grainger Engineering	B1	KP0	512		False	
1Z520	1D1-NP-NP0-520	Interdis Health Sci Institute	Interdisciplinary Health Sciences Institute	Interdisciplinary Health Sciences Institute	Interdisciplinary Health Sciences Institute (IHSI)	Stephen Boppart	405 N. Mathews		251	228	Urbana	IL	61801	217	244-8480	boppart	90.5100		4	F	F	Y	1	NP	OVCRI Institutes	D1	NP0	520	http://healthinstitute.illinois.edu/	True	
1Z521	1B1-KL-KL0-521	ADM Institute for PHL	ADM Institute for the Prevention of Postharvest Loss	ADM Institute for the Prevention of Postharvest Loss	ADM - Institute for the Prevention of Postharvest Loss	Paul McNamara	60 Mumford Hall	1301 W. Gregory Dr.	710	69	Urbana	IL	61801	217	333-5115	mcnamar1			8	F	F	Y	1	KL	Agr, Consumer, & Env Sciences	B1	KL0	521	http://postharvestinstitute.illinois.edu/	True	
1Z522	1B1-KV-KV6-522	Illinois Global Institute	Illinois Global Institute	Illinois Global Institute	Illinois Global Institute	Jerry Davila	104 Coble Hall	801 S. Wright St.	488	130	Champaign	IL	61820	217	244-1146	jdavila			3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	522	http://igi.illinois.edu	True	
1Z527	1K1-NW-NW1-527	Ofc of Strategic Project Mgmt	Office of Strategic Project Management	Office of Strategic Project Management	Strategic Project Management, Office of	Rebecca McNaught	517 Swanlund Admin Bldg	601 E. John	304	193	Champaign	IL	61820			rkm			8	F	F	Y	1	NW	VC Administrative Strategy	K1	NW1	527	https://spmo.illinois.edu/	True	
1Z532	1H1-NL-NL1-100	Div of Parks & Natural Spaces	Div of Parks & Natural Spaces	Div of Parks & Natural Spaces	Div of Parks & Natural Spaces	Derek Peterson	707 S. Sixth St.	Suite 103	397	2570	Champaign	IL	61820			depetrsn				F	F	Y	1	NL	VC Finance and Administration	H1	NL1	532		True	
1Z534	1G1-NV-NV0-534	Campus Climate and Belonging	Office for Campus Climate and Belonging	Office for Campus Climate and Belonging	Campus Climate and Belonging, Office for	Datia Flowers	614 E. Daniel St. 3rd Floor		311		Champaign	IL	61820			dlf3			8	F	F	Y	1	NV	Vice Chancellor for Access	G1	NV0	534		True	
1Z535	1B1-KV-KV6-535	Center for Global Studies	Center for Global Studies	Center for Global Studies	Global Studies - CGS, Center for	Steven Witt	325 Coble Hall	801 S. Wright St.			Champaign	IL	61820	217	265-5186	swwitt			8	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	535	http://cgs.illinois.edu/	True	
1Z543	1C1-NN-NN3-543	Maintenance Asset Management	Maintenance Asset Management	F&S Maintenance Asset Management	F&S Maintenance Asset Management	Morgan White	1501 S. Oak St.		827	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	F	F	Y	1	NN	Facilities	C1	NN3	543	https://fs.illinois.edu/	True	
1Z559	1B1-KM-KM0-559	Gies Graduate Programs	Gies Graduate Programs	Gies Graduate Programs	Gies Graduate Programs	Ravi Mehta	2302 Fox Drive	Suite D	679	2560	Champaign	IL	61820	217	300-2481	mehtar	52.0101		8	F	F	Y	1	KM	Gies College of Business	B1	KM0	559	https://giesonline.illinois.edu/	True	
1Z563	1B1-KV-KV6-563	Global Studies Prog & Courses	Global Studies Programs and Courses	Global Studies Programs and Courses	Global Studies Programs and Courses	Ellen Moodie	3062 Lincoln Hall	702 S. Wright St.	442	27	Urbana	IL	61801	217	333-0178	emoodie	05.0199		P	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	563	https://www.globalstudies.illinois.edu	False	
1Z564	1B1-KT-KT1-564	IPM Delivery	IPM Delivery	IPM Delivery	IPM Delivery	John Steinbacher	300 N. Goodwin Avenue		252	376	Urbana	IL	61801-2316	217	333-0850	stnbchr	90.0907		8	F	F	Y	1	KT	College of Media	B1	KT1	564	http://www.will.illinois.edu/	False	
1Z577	1B1-KV-KV0-577	American Indian Studies Prgrm	American Indian Studies Program	American Indian Studies Program	American Indian Studies Program	Deena Rymhs	1204 W. Nevada		138	151	Urbana	IL	61801-3818	217	265-9870	drymhs	05.0202	Interim	P	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	577	http://www.ais.illinois.edu/	True	
1Z579	1B1-KT-KT1-579	IPM Outreach & Engagement	IPM Outreach & Engagement	IPM Outreach & Engagement	IPM Outreach & Engagement	John Steinbacher	300 N. Goodwin		252		Urbana	IL	61801			stnbchr			8	F	F	Y	1	KT	College of Media	B1	KT1	579		True	
1Z589	1B1-KM-KM0-589	GiesResearch&FacultyExcellence	Gies Research and Faculty Excellence	Gies Research & Faculty Excellence	Gies Research & Faculty Excellence	Mark Peecher	1206 S Sixth St	260 Wohler's Hall	706	159	Champaign	IL	61820			peecher			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	589		True	
1Z594	1G1-NV-NV0-594	Vice Chancellor for Access	Office of the Vice Chancellor for Access, Civil Rights, and Community	Office of the Vice Chancellor for Access, Civil Rights, and Community	Vice Chancellor Access, Civil Rights, and Community, Office of the	Gioconda Guerra Perez	614 E. Daniel St. 3rd floor	 Suite 303	311	1083	Champaign	IL	61820	217	300-9580	gguerra		Interim	U	T	F	Y	1	NV	Vice Chancellor for Access	G1	NV0	594	https://access.illinois.edu	True	
1Z597	1B1-KV-KV6-597	Study of Global Gender Equity	Center for the Study of Global Gender Equity	Center for the Study of Global Gender Equity	Center for the Study of Global Gender Equity	Min Zhan	201 Coble Hall	801 S. Wright St.	401	130	Champaign	IL	61820	217	333-1994	mzhan			8	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	597	http://csgge.illinois.edu/	True	
1Z603	1E1-NJ-NJ0-603	Testing Center	Testing Center	Testing Center	Testing Center	Jennifer Neef	Illini Plaza, Suite B	1819 S. Neil St.	610	507	Champaign	IL	61820			jneef			8	F	F	Y	1	NJ	Vice Chanc Student Affairs	E1	NJ0	603		True	
1Z605	1B1-KW-KW0-605	Div Exploratory Studies Admin	Division of Exploratory Studies Administration	Division of Exploratory Studies Administration	Exploratory Studies, Division of	Kristi Kuntz	IUB 520	807 S. Wright St.	317	106	Champaign	IL	61820-6282	217	333-4710	kakuntz			2	T	F	Y	1	KW	Division of ExploratoryStudies	B1	KW0	605	http://dgs.illinois.edu/	True	
1Z612	1D1-NE-NE0-612	Agr Animal Care & Use Program	Agricultural Animal Care and Use Program	Agricultural Animal Care and Use Program	Agricultural Animal Care and Use Program	Helen Valentine	233 LAC	1008 W. Hazelwood	004	292	Urbana	IL	61802-4714	217	333-2479	helen			8	F	F	Y	1	NE	VC for Research and Innovation	D1	NE0	612	http://aacup.illinois.edu/	False	
1Z614	1H1-NL-NL2-614	Capital Planning	Capital Planning	Capital Planning	Capital Planning	Brian Bundren	507 E. Green St		426	1262	Champaign	IL	61820			bundren			8	F	F	Y	1	NL	VC Finance and Administration	H1	NL2	614		True	
1Z623	1B1-KY-KY0-623	Chez Veterans Center	Chez Veterans Center	Chez Veterans Center	Chez Veterans Center	Andrew Bender	908 W. Nevada St		090	1494	Urbana	IL	61801	217	300-3515	abender6		Interim	P	F	F	Y	1	KY	Applied Health Sciences	B1	KY0	623		True	
1Z629	1H1-NL-NL2-629	UIUC Purchasing CMO	UIUC Purchasing CMO	UIUC Purchasing CMO	UIUC Purchasing CMO	Brad Henson	212 Illini Plaza	1817 S. Neil St.	602	507	Champaign	IL	61820	217	333-3505	bhenson4			8	F	F	Y	1	NL	VC Finance and Administration	H1	NL2	629	https://www.uiucpurchasing.illinois.edu	True	
1Z631	1B1-LQ-LQ0-631	Illinois International	Illinois International Programs	Illinois International	Illinois International	Colleen Murphy	International Studies Bldg	910 S. Fifth St.	417		Champaign	IL	61820-5783	217	333-6104	colleenm			2	T	F	Y	1	LQ	Illinois International Prgms	B1	LQ0	631	http://international.illinois.edu/	True	
1Z635	1E1-NJ-NJ0-635	Illinois Leadership Center	Illinois Leadership Center	Illinois Leadership Center	Illinois Leadership Center	Gayle Spencer	290 Illini Union	1401 W. Green	384	23	Urbana	IL	61801-2963	217	333-0604	gspencer			8	F	T	Y	1	NJ	Vice Chanc Student Affairs	E1	NJ0	635	http://www.illinoisleadership.illinois.edu/	True	
1Z639	1A1-NA-NA2-639	UI AlumniAssociation	University of Illinois Alumni Association	University of Illinois Alumni Association	Alumni Association, University of Illinois	David Bambrey	Alice Campbell Alumni Center	601 S. Lincoln Ave.	077	0094	Urbana	IL	61801	217	265-5711	bambrey			8	F	F	Y	1	NA	Chancellor	A1	NA2	639		False	
1Z646	1B1-KT-KT0-646	College of Media Programs Crse	College of Media Programs Courses	College of Media Programs	Media Programs, College of	Tracy Sulkin	119 Gregory Hall	810 S. Wright	462	43	Urbana	IL	61801-3655	217	333-2350	tsulkin	09.0100		7	F	T	Y	1	KT	College of Media	B1	KT0	646	http://www.media.illinois.edu/programs/	False	
1Z658	1D1-NE-NE0-658	Office of Corporate Relations	Office of Corporate Relations	Office of Corporate Relations	Corporate Relations, Office of	Pradeep K. Khanna	1901 S. First St., Suite C		680		Champaign	IL	61820-6255	217	244-3606	pkhanna			8	F	F	Y	1	NE	VC for Research and Innovation	D1	NE0	658	http://corporaterelations.illinois.edu/	True	
1Z659	1B1-KT-KT1-659	IPM Content Production	IPM Content Production	IPM Content Production	IPM Content Production	John Steinbacher	300 N. Goodwin Ave.		252	376	Urbana	IL	61801-2316	217	333-0850	stnbchr	90.0907		8	F	F	Y	1	KT	College of Media	B1	KT1	659	http://www.will.illinois.edu/	False	
1Z661	1B1-KP-KP0-661	Engineering IT Shared Services	Grainger Engineering IT Shared Services	Grainger Engineering IT Shared Services	Grainger Engineering IT Shared Services	Laura Herriott	2330 Siebel Center	201 N. Goodwin	258	563	Urbana	IL	61801	217	333-1313	herrio	14.0101		8	F	F	Y	1	KP	Grainger Engineering	B1	KP0	661	http://it.engineering.illinois.edu	True	
1Z677	1H1-NL-NL2-677	Finance Budget & Planning	Finance Budget and Planning	Finance Budget and Planning	Finance Budget and Planning	Aimee Heeter	507 E. Green St		426	1262	Champaign	IL	61820			aheeter			8	T	F	Y	1	NL	VC Finance and Administration	H1	NL2	677		True	
1Z681	1D1-NE-NE0-681	Sponsored Programs Admin	Sponsored Programs Administration	Sponsored Programs Administration	Sponsored Programs Administration	David Richardson	1901 S. First St. Suite A		685	1074	Champaign	IL	61820-7473	217	333-2187	daverich			8	F	F	Y	1	NE	VC for Research and Innovation	D1	NE0	681	http://www.ospra.uiuc.edu/	True	
1Z690	1B1-KR-KR0-690	Japan House	Japan House	Japan House	Japan House	Jennifer Gunji-Ballsrud	2000 S. Lincoln Ave.		78		Urbana	IL	61802			gunji			P	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	690	http://japanhouse.art.illinois.edu	True	
1Z692	1B1-LC-LC0-692	Medical District Vet Clinic	Medical District Veterinary Clinic	Medical District Veterinary Clinic	Medical District Veterinary Clinic	Drew Sullivan	3503 VMBSB	2001 S. Lincoln	002	350	Urbana	IL	61802-6178	217	333-2760	dsullivn	01.8101		8	F	F	Y	1	LC	Veterinary Medicine	B1	LC0	692	http://vetmed.illinois.edu/chicago/	True	
1Z696	1D1-NE-NE0-696	Office of Proposal Development	Office of Proposal Development	Office of Proposal Development	Proposal Development, Office of	Sowmya Anand	1901 S. First St. Suite C		680		Champaign	IL	61820	217	300-1280	sanand			8	F	F	Y	1	NE	VC for Research and Innovation	D1	NE0	696		True	
